#Entry,Positiv,Negativ,Strong,Weak
A,,,,
STIMULUS,,,,
STING,,Negativ,,
STINK,,Negativ,,
STIPULATE,,,,
STIPULATION,,,,
STIR,,,,
STOCK,,,,
STOCKPILE,,,,
STOICISM,,,Strong,
STOLE,,Negativ,,
STOLEN#1,,Negativ,,
STOLEN#2,,Negativ,,
STOMACH#1,,,,
STOMACH#2,,,Strong,
STONE#1,,,Strong,
STONE#2,,,,
STOOD#1,,,Strong,
STOOD#2,,,Strong,
STOOD#3,,,Strong,
STOOD#4,Positiv,,Strong,
STOP#1,,,,
STOP#2,,,Strong,
STOP#3,,,,
STOP#4,,,Strong,
STOPPER,,,,
STORAGE,,,,
STORE#1,,,,
STORE#2,,,,
STORE#3,,,,
STORE#4,,,,
STORE#5,,,,
STORM#1,,,Strong,
STORM#2,,Negativ,Strong,
STORMY,,Negativ,,
STORY#1,,,,
STORY#2,,,,
STOVE,,,,
STRAGGLE,,Negativ,,Weak
STRAGGLER,,Negativ,,Weak
STRAIGHT#1,,,,
STRAIGHT#2,,,,
STRAIGHT#3,Positiv,,,
STRAIGHT#4,,,,
STRAIGHTFORWARD,Positiv,,Strong,
STRAIN#1,,Negativ,,
STRAIN#2,,Negativ,,
STRANGE,,,,
STRANGER,,,,
STRANGLE,,Negativ,,
STRATEGIC,,,Strong,
STRATEGY,,,,
STRATUM,,,,
STRAW,,,,
STRAY,,Negativ,,
STREAK,,,,
STREAM#1,,,,
STREAM#2,,,,
STREAM#3,,,,
STREAM#4,,,,
STREAMER,,,,
STREET,,,,
STRENGTH,,,Strong,
STRENGTHEN#1,,,Strong,
STRENGTHEN#2,,,Strong,
STRENUOUS,,,Strong,
STRESS#1,,Negativ,,
STRESS#2,,Negativ,,
STRETCH#1,,,,
STRETCH#2,,,,
STRICKEN,,Negativ,,Weak
STRICT#1,,Negativ,Strong,
STRICT#2,,Negativ,Strong,
STRICT#3,,Negativ,Strong,
STRIDE#1,,,,
STRIDE#2,,,,
STRIFE,,Negativ,,Weak
STRIKE#1,,Negativ,Strong,
STRIKE#2,,,,
STRIKE#3,,,Strong,
STRIKE#4,,,,
STRIKE#5,,Negativ,,
STRIKE#6,,,Strong,
STRING,,,,
STRINGENT,,Negativ,Strong,
STRIP#1,,,,
STRIP#2,,,Strong,
STRIVE,,,,
STRIVEN,,,,
STROKE#1,,,,
STROKE#2,,,,
STRONG#1,,,Strong,
STRONG#2,,,Strong,
STRONG#3,,,Strong,
STRONG#4,,,Strong,
STRONGHOLD,,,Strong,
STROVE,,,,
STRUCK#1,,Negativ,Strong,
STRUCK#2,,,,
STRUCTURAL,,,,
STRUCTURE#1,,,,
STRUCTURE#2,,,,
STRUGGLE#1,,Negativ,,
STRUGGLE#2,,Negativ,,
STRUGGLE#3,,Negativ,,
STRUT,Positiv,,,
STUBBORN,,Negativ,Strong,
STUBBORNLY,,Negativ,Strong,
STUBBORNNESS,,Negativ,Strong,
STUCK#1,,,,
STUD,Positiv,,,
STUDENT,,,,
STUDIO,,,,
STUDIOUS,Positiv,,,
STUDY#1,,,,
STUDY#2,,,,
STUDY#3,,Negativ,,
STUDY#4,,,,
STUFF#1,,,,
STUFF#2,,,Strong,
STUFF#3,,,,
STUFF#4,,,,
STUFF#5,,,,
STUFFY,,Negativ,,
STUMBLE,,,,Weak
STUN,,,Strong,
STUNT,,Negativ,,
STUPENDOUS,Positiv,,,
STUPID#1,,Negativ,,
STUPID#2,,Negativ,,
STUPID#3,,Negativ,,
STUPIDITY,,Negativ,,
STUPOR,,Negativ,,
STURDY,Positiv,,Strong,
STYLE,,,,
STYLISH,Positiv,,,
SUAVE,Positiv,,Strong,
SUBDUE,,,Strong,
SUBJECT#1,,,,
SUBJECT#2,,,,
SUBJECT#3,,,,
SUBJECTION,,Negativ,,Weak
SUBJECTIVE,,,,
SUBJUGATE,,Negativ,,Weak
SUBJUGATION,,Negativ,,Weak
SUBLIME,Positiv,,,
SUBMARINE,,,,
SUBMERGE,,,,
SUBMISSION,,,,
SUBMISSIVE,,Negativ,,Weak
SUBMIT,,,,Weak
SUBORDINATE,,,,Weak
SUBORDINATION,,,,
SUBSCRIBE,Positiv,,,
SUBSCRIBER,,,,
SUBSCRIPTION,Positiv,,,
SUBSEQUENT,,,,
SUBSERVIENCE,,Negativ,,Weak
SUBSERVIENCY,,,,
SUBSIDE,,Negativ,,
SUBSIDIZE,Positiv,,,
SUBSIDY,Positiv,,,
SUBSIST,Positiv,,,
SUBSISTENCE,Positiv,,,
SUBSTANCE,,,,
SUBSTANTIAL,,,Strong,
SUBSTANTIATE,Positiv,,,
SUBSTITUTE#1,,,,
SUBSTITUTE#2,,,,
SUBSTITUTION,,Negativ,,
SUBTLE,Positiv,,,Weak
SUBTRACT,,Negativ,,
SUBTRACTION,,,,
SUBURB,,,,
SUBURBAN,,,,
SUBVERSION,,Negativ,,
SUBVERT,,Negativ,,
SUCCEED#1,Positiv,,,
SUCCEED#2,,,,
SUCCEED#3,,,,
SUCCESS,Positiv,,,
SUCCESSFUL,Positiv,,,
SUCCESSION,,,,
SUCCESSIVE,,,,
SUCCESSOR,,,Strong,
SUCCUMB,,Negativ,,Weak
SUCH#1,,,,
SUCH#2,,,,
SUCH#3,,,,
SUCH#4,,,,
SUCH#5,,,,
SUCKER,,Negativ,,Weak
SUDAN,,,,
SUDDEN#1,,,,
SUDDEN#2,,,,
SUFFER#1,,Negativ,,Weak
SUFFER#2,,,,Weak
SUFFER#3,,Negativ,,Weak
SUFFERER,,Negativ,,Weak
SUFFICE,Positiv,,Strong,
SUFFICIENT,Positiv,,Strong,
SUFFOCATE,,Negativ,,Weak
SUFFRAGE,,,,
SUGAR,,,,
SUGGEST#1,,,,
SUGGEST#2,,,,
SUGGESTION,,,,
SUGGESTIVE,,,,
SUICIDAL,,,,
SUICIDE,,,,
SUIT#1,,,,
SUIT#2,,,,
SUIT#3,Positiv,,,
SUIT#4,Positiv,,,
SUITABLE,Positiv,,,
SUITCASE,,,,
SUITE,,,,
SULLEN,,Negativ,,
SULTAN,,,,
SUM#1,,,,
SUM#2,,,,
SUMMARIZE,,,,
SUMMARY,,,,
SUMMER,,,,
SUMMIT,Positiv,,,
SUMMON#1,,,Strong,
SUMMON#2,,,Strong,
SUMPTUOUS,Positiv,,,
SUN,,,,
SUNBURN,,,,
SUNDAY,,,,
SUNDER,,Negativ,,
SUNDOWN,,,,
SUNG,,,,
SUNK,,,,Weak
SUNKEN,,,,Weak
SUNLIGHT,,,,
SUNSHINE,,,,
SUPER,Positiv,,,
SUPERFICIAL,,Negativ,,Weak
SUPERFICIALITY,,Negativ,,
SUPERFLUOUS,,Negativ,,
SUPERINTENDENT,,,Strong,
SUPERIOR,Positiv,,Strong,
SUPERIORITY,Positiv,,Strong,
SUPERLATIVE,Positiv,,,
SUPERNATURAL,,,,
SUPERSTITION,,Negativ,,
SUPERSTITIOUS,,Negativ,,
SUPERVISE,,,,
SUPERVISION,,,,
SUPPER,,,,
SUPPLEMENT#1,,,,
SUPPLEMENT#2,,,Strong,
SUPPLEMENTARY,,,,
SUPPLIER,,,Strong,
SUPPLY#1,,,Strong,
SUPPLY#2,,,Strong,
SUPPORT#1,Positiv,,Strong,
SUPPORT#2,Positiv,,Strong,
SUPPORT#3,Positiv,,Strong,
SUPPORT#4,Positiv,,,Weak
SUPPORTER,,,,
SUPPORTIVE,Positiv,,,
SUPPOSE#1,,,,
SUPPOSE#2,,,,
SUPPOSE#3,,,,
SUPPOSE#4,,,,
SUPPRESS,,Negativ,Strong,
SUPPRESSION,,Negativ,Strong,
SUPRA,,,,
SUPRANATIONAL,,,,
SUPREMACY,,,Strong,
SUPREME#1,Positiv,,Strong,
SUPREME#2,Positiv,,Strong,
SUPREME#3,,,Strong,
SURE#1,,,Strong,
SURE#2,,,,
SURE#3,,,,
SURE#4,,,,
SURE#5,,,,
SURE#6,,,Strong,
SURFACE#1,,,,
SURFACE#2,,,,
SURGE,Positiv,,,
SURGEON,,,,
SURINAM,,,,
SURMISE,Positiv,,,
SURMOUNT,Positiv,,,
SURPASS,Positiv,,,
SURPLUS,,,Strong,
SURPRISE#1,,,,
SURPRISE#2,,,,
SURPRISE#3,,,,
SURPRISE#4,,,,
SURPRISE#5,,,,
SURRENDER#1,,,,Weak
SURRENDER#2,,,,Weak
SURROUND#1,,,Strong,
SURROUND#2,,,,Weak
SURROUND#3,,,,
SURROUND#4,,,,
SURVEILLANCE,,,Strong,
SURVEY#1,,,,
SURVEY#2,,,,
SURVIVAL,Positiv,,Strong,
SURVIVE,Positiv,,Strong,
SURVIVOR,Positiv,,,
SUSCEPTIBLE,,Negativ,,Weak
SUSPECT#1,,Negativ,,
SUSPECT#2,,Negativ,,
SUSPEND,,Negativ,,
SUSPENSE,,,,
SUSPENSION,,Negativ,,
SUSPICION,,Negativ,,
SUSPICIOUS,,Negativ,,
SUSTAIN,,,Strong,
SWALLOW,,,,
SWAM,,,,
SWAMP,,,,
SWAY,,,,
SWEAR,,Negativ,,
SWEAT#1,,,,
SWEAT#2,,,,
SWEDEN,,,,
SWEEP#1,,,,
SWEEP#2,,,,
SWEET#1,Positiv,,,
SWEET#2,,,,
SWEET#3,Positiv,,,
SWEET#4,Positiv,,,
SWEET#5,Positiv,,,
SWEETEN,Positiv,,,
SWEETHEART,Positiv,,,
SWEETNESS,Positiv,,,
SWEPT,,,,
SWIFT,,,Strong,
SWIFTNESS,Positiv,,,
SWIM#1,,,,
SWIM#2,,,,
SWIM#3,,,,
SWIMMER,,,,
SWING#1,,,,
SWING#2,,,,
SWING#3,,,,
SWISS,,,,
SWITCH#1,,,,
SWITCH#2,,,,
SWITZERLAND,,,,
SWOLLEN,,,,
SWOON,Positiv,,,
SWORD,,,Strong,
SWORE,,Negativ,,
SWORN,Positiv,,,
SWUNG,,,,
SYMBOL,,,,
SYMBOLISM,,,,
SYMBOLIZE,Positiv,,,
SYMMETRY,Positiv,,,
SYMPATHETIC,Positiv,,,
SYMPATHISE#1,,,,
SYMPATHIZE,Positiv,,,
SYMPATHY,Positiv,,,
SYMPHONIC,,,,
SYMPHONY,,,,
SYMPTOM,,Negativ,,
SYNDICATE,,,,
SYNTHESIS,Positiv,,,
SYNTHETIC,,,,
SYRIA,,,,
SYRUP,,,,
SYSTEM,,,,
SYSTEMATIC,,,Strong,
SYSTEMATICALLY,,,Strong,
TABLE#1,,,,
TABLE#2,,,,
TABLE#3,,,,
TABOO,,Negativ,,
TACT,Positiv,,,
TACTIC,,,,
TACTICAL,,,,
TACTICS,Positiv,,,
TAIL#1,,,,
TAIL#2,,,,
TAILOR#1,,,,
TAILOR#2,,,,
TAINT,,Negativ,,
TAIWAN,,,,
TAKE#1,,,,
TAKE#2,,,,
TAKE#3,,,Strong,
TAKE#4,,,,
TAKE#5,,,Strong,
TAKE#6,,,Strong,
TAKE#7,,,Strong,
TAKE#8,,,Strong,
TAKE#9,,,,
TAKE#_10,,,,
TAKE#_11,,,,
TAKE#_12,,,,
TAKE#_13,,,,
TAKEN#1,,,,
TALE,,,,
TALENT,Positiv,,Strong,
TALENTED,Positiv,,Strong,
TALK#1,,,,
TALK#2,,,,
TALK#3,,,,
TALK#4,,,,
TALKER,,,,
TALL,,,Strong,
TAMPER,,Negativ,,
TANGANYIKA,,,,
TANGIBLE,,,,
TANGLE,,,,
TANK,,,,
TANTAMOUNT,,,,
TANTRUM,,Negativ,,
TAP#1,,,,
TAP#2,,,,
TARDY,,Negativ,,
TARGET,,,,
TARIFF,,Negativ,,
TASK,,,,
TASTE#1,,,,
TASTE#2,Positiv,,,
TASTE#3,,,,
TASTE#4,,,,
TATTER,,Negativ,,
TAUGHT,,,,
TAUNT#1,,Negativ,,
TAUNT#2,,Negativ,,
TAUT,,,Strong,
TAX#1,,,,
TAX#2,,Negativ,,
TAX#3,,,,
TAX#4,,,,
TAXABLE,,,,
TAXATION,,,,
TAXI,,,,
TAXPAYER,,,,
TEA,,,,
TEACH#1,,,,
TEACH#2,,,,
TEACH#3,,,,
TEACHER,,,,
TEAM,,,,
TEAMSTER,,,,
TEAR#1,,Negativ,,
TEAR#2,,,,
TEAR#3,,Negativ,,
TEASE,,Negativ,,
TECHNICAL,,,,
TECHNICIAN,,,,
TECHNIQUE,,,,
TECHNOLOGICAL,,,,
TECHNOLOGY,,,,
TEDIOUS,,Negativ,,
TEENAGE,,,,
TEENAGER,,,,
TEETH,,,,
TELEGRAM,,,,
TELEGRAPH#1,,,,
TELEGRAPH#2,,,,
TELEVISION,,,,
TELL#1,,,,
TELL#2,,,,
TELL#3,,,,
TELLER,,,,
TELLING,,,,
TEMERITY,,,,
TEMPER#1,,Negativ,,
TEMPER#2,,Negativ,,
TEMPERANCE,Positiv,,,
TEMPERATE,Positiv,,,
TEMPERATURE,,,,
TEMPEST,,Negativ,,
TEMPLE,,,,
TEMPORARILY,,Negativ,,
TEMPORARY,,,,Weak
TEMPT,Positiv,,,
TEMPTATION,,Negativ,,
TEN,,,,
TENACIOUS,Positiv,,Strong,
TENACITY,Positiv,,Strong,
TENANT,,,,
TEND#1,,,,
TEND#2,,,Strong,
TENDENCY,,,,
TENDER,,,,Weak
TENDERNESS,Positiv,,,
TENNESSEE,,,,
TENNIS,,,,
TENSE,,Negativ,,
TENSION,,Negativ,,Weak
TENT,,,,
TENTATIVE,,,,Weak
TENTH#1,,,,
TERM#1,,,,
TERM#2,,,,
TERM#3,,,,
TERM#4,,,,
TERM#5,,,,
TERM#6,,,,
TERMINATE,,,Strong,
TERMINATION,,,,
TERRIBLE,,Negativ,,
TERRIFIC,Positiv,,,
TERRIFY,,Negativ,,
TERRITORIAL,,,Strong,
TERRITORY,,,,
TERROR,,Negativ,,
TERRORISM,,Negativ,,
TERRORIZE,,Negativ,,
TEST#1,,,,
TEST#2,,,,
TEST#3,,,,
TESTAMENT,,,,
TESTIFY,,,,
TESTIMONY,,,,
TEXAS,,,,
TEXT,,,,
TEXTILE,,,,
TEXTURE,,,,
THAILAND,,,,
THAN,,,,
THANK#1,Positiv,,,
THANK#2,Positiv,,,
THANK#3,Positiv,,,
THANK#4,,,,
THANKFUL,Positiv,,,
THAT#1,,,,
THAT#2,,,,
THAT#3,,,,
THAT#4,,,,
THE,,,,
THEATER,,,,
THEATRE,,,,
THEE,,,,
THEFT,,Negativ,,
THEIR,,,,
THEIRS,,,,
THEM,,,,
THEME,,,,
THEMSELVES#1,,,,
THEN,,,,
THENCE,,,,
THEOLOGICAL,,,,
THEOLOGY,,,,
THEORETICAL,,,,
THEORY,,,,
THERAPEUTIC,Positiv,,,
THERAPIST,,,,
THERAPY,,,,
THERE#1,,,,
THERE#2,,,,
THEREAFTER,,,,
THEREBY,,,,
THEREFORE,,,,
THEREFROM,,,,
THEREIN,,,,
THEREOF,,,,
THEREON,,,,
THERETO,,,,
THEREUPON,,,,
THERMOMUCLEAR,,,,
THESE#1,,,,
THESE#2,,,,
THEY,,,,
THICK,,,Strong,
THICKEN,,,Strong,
THICKNESS,,,,
THIEF,,Negativ,,
THIEVES,,,,
THIN,,,,Weak
THING,,,,
THINK#1,,,,
THINK#2,,,,
THINK#3,,,,
THINK#4,,,,
THINKER,,,,
THIRD#1,,,,
THIRD#2,,,,
THIRD#3,,,,
THIRST,,Negativ,,
THIRSTY,,Negativ,,
THIRTEEN,,,,
THIRTEENTH#1,,,,
THIRTY,,,,
THIS#1,,,,
THIS#2,,,,
THORN,,,,
THORNY,,Negativ,,
THOROUGH,Positiv,,Strong,
THOSE#1,,,,
THOSE#2,,,,
THOU,,,,
THOUGH#1,,,,
THOUGH#2,,,,
THOUGH#3,,,,
THOUGHT#1,,,,
THOUGHTFUL,Positiv,,,
THOUGHTFULNESS,Positiv,,,
THOUGHTLESS,,Negativ,,
THOUSAND#1,,,,
THOUSAND#2,,,,
THOUSANDTH#1,,,,
THRASH,,Negativ,,
THREAT,,Negativ,Strong,
THREATEN,,Negativ,Strong,
THREE,,,,
THREE-DIMENSIONAL,,,,
THRESHOLD,,,,
THREW#1,,,,
THRIFT,Positiv,,,
THRIFTY,Positiv,,,
THRILL,Positiv,,Strong,
THRIVE,Positiv,,Strong,
THRIVING,,,,
THROAT,,,,
THRONE,,,,
THROUGH#1,,,,
THROUGH#2,,,,
THROUGH#3,,,,
THROUGH#4,,,,
THROUGH#5,,,,
THROUGHOUT,,,,
THROW#1,,,Strong,
THROW#2,,Negativ,,
THROW#3,,Negativ,,
THROW#4,,,,
THROW#5,,,Strong,
THROW#6,,,,
THROWN#1,,,,
THRUST#1,,,Strong,
THRUST#2,,,Strong,
THUD,,Negativ,,
THUMB,,,,
THUNDER,,,Strong,
THURSDAY,,,,
THUS,,,,
THWART,,Negativ,Strong,
THY,,,,
THYROID,,,,
TICKET,,,,
TIDE,,,,
TIE#1,,,,
TIE#2,,,,
TIE#3,,,,
TIE#4,,,,
TIGER,,,,
TIGHT,,,,
TILL#1,,,,
TILL#2,,,,
TILL#3,,,Strong,
TIMBER,,,,
TIME#1,,,,
TIME#2,,,,
TIME#3,,,,
TIME#4,,,,
TIME#5,,,,
TIME#6,,,,
TIME#7,,,,
TIME#8,,,,
TIME#9,,,,
TIME#_10,,,,
TIME#_11,,,,
TIME#_12,,,,
TIME#_13,,,,
TIME#_14,,,,
TIME#_15,,,,
TIME#_16,,,,
TIME#_17,,,,
TIME#_18,,,,
TIMER,,,,
TIMID,,,,Weak
TIMIDITY,,Negativ,,
TIN,,,,
TINGLE#1,Positiv,,,
TINGLE#2,,,,
TINY,,,,Weak
TIRE#1,,,,
TIRE#2,,Negativ,,
TIRE#3,,Negativ,,Weak
TIRE#4,,Negativ,,Weak
TIRED#1,,Negativ,,Weak
TIRED#2,,Negativ,,Weak
TIRED#3,,Negativ,,Weak
TIRED#4,,Negativ,,Weak
TIRESOME,,Negativ,,
TITLE,,,,
TNT,,,,
TO#1,,,,
TO#2,,,,
TO#3,,,,
TO#4,,,,
TO#5,,,,
TO#6,,,,
TO#7,,,,
TO#8,,,,
TO#9,,,,
TO#_10,,,,
TO#_11,,,,
TO#_12,,,,
TO#_13,,,,
TO#_14,,,,
TO#_15,,,,
TO#_16,,,,
TO#_17,,,,
TO#_18,,,,
TO#_19,,,,
TO#_20,,,,
TO#_21,,,,
TO#_22,,,,
TO#_23,,,,
TOAST#1,,,,
TOAST#2,,,,
TOBACCO,,,,
TODAY,,,,
TOE,,,,
TOGETHER,,,Strong,
TOGETHERNESS,Positiv,,,
TOGO,,,,
TOIL,,Negativ,,
TOILET,,,,
TOLD#1,,,,
TOLD#2,,,,
TOLERABLE,,Negativ,,
TOLERANCE,Positiv,,,
TOLERANT,Positiv,,,
TOLERATE,Positiv,,,
TOLERATION,Positiv,,,
TOLL,,,,
TOMORROW,,,,
TON,,,,
TONE,,,,
TONGUE,,,,
TONIGHT,,,,
TOO#1,,,,
TOO#2,,,,
TOO#3,,Negativ,,
TOOK#1,,,,
TOOTH,,,,
TOP#1,,,,
TOP#2,,,,
TOPIC,,,,
TOPMOST,Positiv,,,
TOPPLE,,Negativ,,
TORE#1,,,,
TORMENT,,Negativ,,
TORN#1,,,,
TORRENT,,Negativ,,
TORTUROUS,,Negativ,,
TORY,,,,
TOSS,,,,
TOTAL#1,,,,
TOTAL#2,,,,
TOTAL#3,,,Strong,
TOTAL#4,,,,
TOTALITARIAN,,,,
TOTALITARIANISM,,,,
TOTEM,,,,
TOUCH#1,,,,
TOUCH#10,,,,
TOUCH#11,,,,
TOUCH#12,,,,
TOUCH#2,,,,
TOUCH#3,,,,
TOUCH#4,,,,
TOUCH#5,,,,
TOUCH#6,,,,
TOUCH#7,,,,
TOUCH#8,,,,
TOUCH#9,,,,
TOUCH#_10,,,,
TOUCH#_11,,,,
TOUCH#_12,,,,
TOUCHY,,Negativ,,
TOUGH,,,Strong,
TOUR#1,,,,
TOUR#2,,,,
TOURIST,,,,
TOWARD#1,,,,
TOWARD#2,,,,
TOWER,,,,
TOWERING,,,,
TOWN,,,,
TOWNSHIP,,,,
TRACE#1,,,,
TRACE#2,,,,
TRACK#1,,,,
TRACK#2,,,,
TRACTOR,,,,
TRADE#1,,,,
TRADE#2,,,,
TRADER,,,,
TRADITION,Positiv,,Strong,
TRADITIONAL,Positiv,,Strong,
TRADITIONALIST,,,,
TRAFFIC,,,,
TRAGEDY,,Negativ,,
TRAGIC,,Negativ,,
TRAIL#1,,,,
TRAIL#2,,,,
TRAIN#1,,,,
TRAIN#2,,,,
TRAIN#3,,,,
TRAIN#4,Positiv,,,
TRAIN#5,,,,
TRAIT,,,,
TRAITOR,,Negativ,,
TRAMP,,Negativ,,Weak
TRAMPLE,,Negativ,,
TRANQUIL,Positiv,,,
TRANQUILITY,Positiv,,,
TRANQUILLITY,,,,
TRANSACTION,,,,
TRANSCENDANT,,,,
TRANSFER#1,,,,
TRANSFER#2,,,,
TRANSFERENCE,,,,
TRANSFORM,,,Strong,
TRANSFORMATION,,,Strong,
TRANSGRESS,,Negativ,,
TRANSIT,,,,
TRANSITION,,,,
TRANSLATE,,,,
TRANSMIT,,,,
TRANSOM,,,,
TRANSPORT#1,,,,
TRANSPORT#2,,,,
TRANSPORTATION,,,,
TRAP#1,,Negativ,Strong,
TRAP#2,,Negativ,Strong,
TRAUMA,,Negativ,,
TRAUMATIC,,Negativ,,
TRAVEL#1,,,,
TRAVEL#2,,,,
TRAVEL#3,,,,
TRAVEL#4,Positiv,,,
TRAVELER,,,,
TRAVELLER#1,,,,
TRAVERSE,,,,
TRAY,,,,
TREACHEROUS,,Negativ,,
TREACHERY,,Negativ,,
TREASON,,Negativ,,
TREASONOUS,,Negativ,,
TREASURE#1,Positiv,,,
TREASURE#2,Positiv,,,
TREASURER,,,,
TREASURY,,,,
TREAT#1,,,,
TREAT#2,Positiv,,,
TREATISE,Positiv,,,
TREATMENT,,,,
TREATY,Positiv,,,
TREE,,,,
TREMBLE,,,,Weak
TREMENDOUS#1,Positiv,,Strong,
TREMENDOUS#2,Positiv,,Strong,
TREND,,,,
TRESPASS,,Negativ,,
TRIAL,,,,
TRIBAL,,,,
TRIBE,,,,
TRIBUNAL,,,,
TRIBUTE,Positiv,,,
TRICK#1,,Negativ,,
TRICK#2,,Negativ,,
TRIFLE,,,,Weak
TRIGGER,,,,
TRILLION,,,,
TRIM,,,,
TRINIDAD,,,,
TRIP#1,,,,
TRIP#2,,,,
TRIUMPH#1,Positiv,,Strong,
TRIUMPH#2,Positiv,,Strong,
TRIUMPHAL,Positiv,,Strong,
TRIUMPHANT,Positiv,,Strong,
TRIVIAL,,Negativ,,Weak
TROOP,,,Strong,
TROPHY,Positiv,,,
TROPICAL,,,,
TROT#1,,,,
TROT#2,,,,
TROUBLE#1,,Negativ,,
TROUBLE#2,,Negativ,,
TROUBLE#3,,Negativ,,
TROUBLE#4,,Negativ,,
TROUBLESOME,,Negativ,,
TROUT,,,,
TRUANT,,Negativ,,
TRUCK,,,,
TRUDGE,,Negativ,,
TRUE#1,Positiv,,,
TRUE#2,Positiv,,,
TRUE#3,Positiv,,,
TRUE#4,Positiv,,,
TRUE#5,Positiv,,,
TRUMPET,,,,
TRUNK,,,,
TRUST#1,Positiv,,,
TRUST#2,Positiv,,,
TRUST#3,Positiv,,Strong,
TRUST#4,Positiv,,,
TRUST#5,,,,
TRUST#6,Positiv,,,
TRUST#7,Positiv,,,
TRUST#8,,,Strong,
TRUSTWORTHINESS,Positiv,,,
TRUSTWORTHY,Positiv,,Strong,
TRUTH,Positiv,,,
TRUTHFUL,Positiv,,,
TRY#1,,,,
TRY#2,,,,
TRY#3,,,,
TRY#4,,Negativ,,
TRY#5,,Negativ,,
TRY#6,,,,
TUBE,,,,
TUESDAY,,,,
TUMBLE#1,,,,
TUMBLE#2,,,,
TUNE,,,,
TUNISIA,,,,
TUNNEL,,,,
TURBULENT,,Negativ,,
TURKEY,,,,
TURKISH,,,,
TURMOIL,,Negativ,,
TURN#1,,,,
TURN#2,,,,
TURN#3,,,,
TURN#4,,,,
TURN#5,,Negativ,,
TURN#6,,,,
TURN#7,,,,
TURN#8,,Negativ,,
TURQUOISE,,,,
TURTLE,,,,
TUTELAGE,,,,
TWELFTH#1,,,,
TWELVE,,,,
TWENTIETH#1,,,,
TWENTIETH-CENTURY,,,,
TWENTY,,,,
TWICE#1,,,,
TWICE#2,,,,
TWILIGHT,,,,
TWIN,,,,
TWIST#1,,,,
TWIST#2,,,,
TWITCH,,Negativ,,
TWO,,,,
TYING#1,,,,
TYPE#1,,,,
TYPE#2,,,,
TYPE#3,,,,
TYPE#4,,,,
TYPEWRITER,,,,
TYPICAL,,,,
TYPOGRAPHY,,,,
TYRANNICAL,,,,
TYRANNY,,Negativ,Strong,
UGANDA,,,,
UGH,,,,
UGLY,,Negativ,,
ULTIMATE#1,,,Strong,
ULTIMATE#2,,,Strong,
ULTIMATUM,,Negativ,,
UNABATED,,,,
UNABLE,,,,Weak
UNACCUSTOMED,,Negativ,,Weak
UNALTERED,,,,
UNANIMITY,,,,
UNANIMOUS,,,Strong,
UNARM,,Negativ,,Weak
UNASSURED,,,,Weak
UNATTRACTIVE,,Negativ,,
UNAUTHENTIC,,Negativ,,
UNAVOIDABLE,,Negativ,,
UNAWARE,,,,Weak
UNBEARABLE,,Negativ,,
UNBELIEVABLE,,Negativ,,
UNBIND,,,,
UNBOUND,Positiv,,,
UNBROKEN,Positiv,,,
UNCEASING,,,,
UNCERTAIN,,,,Weak
UNCERTAINTY,,,,Weak
UNCHANGED,,,,
UNCHECKED,,,Strong,
UNCIVIL,,Negativ,,
UNCLE,,,,
UNCLEAN,,Negativ,,
UNCLEAR,,Negativ,,
UNCOMFORTABLE,,Negativ,,
UNCOMMON,Positiv,,,
UNCONDITIONAL,,,,
UNCONQUERABLE,,,,
UNCONSCIOUS,,,,
UNCONTESTED,,,Strong,
UNCOUTH,,Negativ,,
UNDAUNTED,,,Strong,
UNDECIDED,,,,Weak
UNDEFINED,,,,
UNDENIABLE,,,Strong,
UNDEPENDABILITY,,Negativ,,Weak
UNDEPENDABLE,,Negativ,,Weak
UNDER#1,,,,
UNDER#2,,,,
UNDER#3,,,,
UNDERDEVELOPED,,,,
UNDERGO,,,,
UNDERGONE,,,,
UNDERGRADUATE,,,,
UNDERGROUND,,,,
UNDERMINE,,Negativ,Strong,
UNDERSTAND#1,Positiv,,,
UNDERSTAND#2,Positiv,,,
UNDERSTANDABLE,Positiv,,,
UNDERSTOOD,Positiv,,,
UNDERTAKE#1,,,Strong,
UNDERTAKE#2,,,Strong,
UNDERTAKEN,,,Strong,
UNDERTAKER,,,,
UNDERTOOK,,,Strong,
UNDERWAY,,,,
UNDERWENT,,,,
UNDERWORLD,,Negativ,,
UNDESIRABLE,,Negativ,,
UNDETERMINED,,,,
UNDID,,Negativ,,
UNDIGNIFIED,,Negativ,,
UNDISPUTED,,,Strong,
UNDISTURBED,,,,
UNDIVIDED,,,,
UNDO,,Negativ,,
UNDONE,,Negativ,,
UNDOUBTABLY,,,,
UNDOUBTED,Positiv,,Strong,
UNDOUBTEDLY,Positiv,,Strong,
UNDUE,,Negativ,,
UNEASINESS,,Negativ,,
UNEASY,,Negativ,,Weak
UNECONOMICAL,,Negativ,,
UNEMPLOYED,,Negativ,,Weak
UNEMPLOYMENT,,,,
UNEQUAL,,Negativ,,
UNEQUIVOCAL,,,Strong,
UNESCO,,,,
UNEVEN,,Negativ,,
UNEXPECTED,,,,
UNEXPECTEDLY,,Negativ,,
UNFAILING,,,Strong,
UNFAIR,,Negativ,,
UNFAITHFUL,,Negativ,,Weak
UNFAMILIAR,,Negativ,,Weak
UNFAVORABLE,,Negativ,,
UNFAVOURABLE#1,,,,
UNFEELING,,Negativ,,
UNFETTERED,,,,
UNFINISHED,,,,Weak
